source,source_url,resolved_url,source_page_title,competition,year,team,source_heading,shirt_number,position,player,date_of_birth,age,caps,goals,club,raw_date_of_birth_age,raw_player,raw_club
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Haiti,Haiti,,FW,Louicius Deedson,"February 11, 2001",25,30,10,FC Dallas,"February 11, 2001 (aged 25)",Louicius Deedson,FC Dallas
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Haiti,Haiti,,FW,Ruben Providence,"July 7, 2001",24,13,2,Almere City,"July 7, 2001 (aged 24)",Ruben Providence,Almere City
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Haiti,Haiti,,FW,Josué Casimir,"September 24, 2001",24,5,0,Auxerre,"September 24, 2001 (aged 24)",Josué Casimir,Auxerre
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Haiti,Haiti,,FW,Yassin Fortuné,"January 30, 1999",27,3,0,Vizela,"January 30, 1999 (aged 27)",Yassin Fortuné,Vizela
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Haiti,Haiti,,FW,Wilson Isidor,"August 27, 2000",25,2,1,Sunderland,"August 27, 2000 (aged 25)",Wilson Isidor,Sunderland
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Haiti,Haiti,,FW,Lenny Joseph,"October 12, 2000",25,0,0,Ferencváros,"October 12, 2000 (aged 25)",Lenny Joseph,Ferencváros
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,GK,Yassine Bounou,"April 5, 1991",35,89,0,Al-Hilal,"April 5, 1991 (aged 35)",Yassine Bounou,Al-Hilal
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,GK,Munir Mohamedi,"May 10, 1989",37,51,0,RS Berkane,"May 10, 1989 (aged 37)",Munir Mohamedi,RS Berkane
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,GK,Ahmed Reda Tagnaouti,"April 5, 1996",30,3,0,AS FAR,"April 5, 1996 (aged 30)",Ahmed Reda Tagnaouti,AS FAR
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Achraf Hakimi (captain),"November 4, 1998",27,95,11,Paris Saint-Germain,"November 4, 1998 (aged 27)",Achraf Hakimi (captain),Paris Saint-Germain
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Nayef Aguerd,"March 30, 1996",30,64,2,Marseille,"March 30, 1996 (aged 30)",Nayef Aguerd,Marseille
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Noussair Mazraoui,"November 14, 1997",28,43,2,Manchester United,"November 14, 1997 (aged 28)",Noussair Mazraoui,Manchester United
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Youssef Belammari,"September 20, 1998",27,16,0,Al Ahly,"September 20, 1998 (aged 27)",Youssef Belammari,Al Ahly
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Anass Salah-Eddine,"January 18, 2002",24,8,0,PSV Eindhoven,"January 18, 2002 (aged 24)",Anass Salah-Eddine,PSV Eindhoven
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Chadi Riad,"June 17, 2003",22,4,1,Crystal Palace,"June 17, 2003 (aged 22)",Chadi Riad,Crystal Palace
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Issa Diop,"January 9, 1997",29,2,0,Fulham,"January 9, 1997 (aged 29)",Issa Diop,Fulham
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Zakaria El Ouahdi,"December 31, 2001",24,2,0,Genk,"December 31, 2001 (aged 24)",Zakaria El Ouahdi,Genk
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,DF,Redouane Halhal,"March 5, 2003",23,1,0,Mechelen,"March 5, 2003 (aged 23)",Redouane Halhal,Mechelen
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,MF,Sofyan Amrabat,"August 21, 1996",29,73,0,Real Betis,"August 21, 1996 (aged 29)",Sofyan Amrabat,Real Betis
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,MF,Azzedine Ounahi,"April 19, 2000",26,47,9,Girona,"April 19, 2000 (aged 26)",Azzedine Ounahi,Girona
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,MF,Bilal El Khannouss,"May 10, 2004",22,35,3,VfB Stuttgart,"May 10, 2004 (aged 22)",Bilal El Khannouss,VfB Stuttgart
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,MF,Ismael Saibari,"January 28, 2001",25,28,7,PSV Eindhoven,"January 28, 2001 (aged 25)",Ismael Saibari,PSV Eindhoven
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,MF,Neil El Aynaoui,"July 2, 2001",24,15,2,Roma,"July 2, 2001 (aged 24)",Neil El Aynaoui,Roma
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,MF,Samir El Mourabet,"August 6, 2006",19,2,0,Strasbourg,"August 6, 2006 (aged 19)",Samir El Mourabet,Strasbourg
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,MF,Ayyoub Bouaddi,"October 2, 2007",18,1,0,Lille,"October 2, 2007 (aged 18)",Ayyoub Bouaddi,Lille
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,FW,Ayoub El Kaabi,"June 25, 1993",32,57,22,Olympiacos,"June 25, 1993 (aged 32)",Ayoub El Kaabi,Olympiacos
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,FW,Soufiane Rahimi,"June 2, 1996",30,35,11,Al-Ain,"June 2, 1996 (aged 30)",Soufiane Rahimi,Al-Ain
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,FW,Abde Ezzalzouli,"December 17, 2001",24,35,2,Real Betis,"December 17, 2001 (aged 24)",Abde Ezzalzouli,Real Betis
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,FW,Brahim Díaz,"August 3, 1999",26,24,13,Real Madrid,"August 3, 1999 (aged 26)",Brahim Díaz,Real Madrid
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,FW,Chemsdine Talbi,"May 9, 2005",21,5,0,Sunderland,"May 9, 2005 (aged 21)",Chemsdine Talbi,Sunderland
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,FW,Gessime Yassine,"November 22, 2005",20,3,0,Strasbourg,"November 22, 2005 (aged 20)",Gessime Yassine,Strasbourg
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Morocco,Morocco,,FW,Ayoube Amaimouni,"November 30, 2004",21,0,0,Eintracht Frankfurt,"November 30, 2004 (aged 21)",Ayoube Amaimouni,Eintracht Frankfurt
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,GK,Craig Gordon,"December 31, 1982",43,84,0,Heart of Midlothian,"December 31, 1982 (aged 43)",Craig Gordon,Heart of Midlothian
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,GK,Angus Gunn,"January 22, 1996",30,21,0,Nottingham Forest,"January 22, 1996 (aged 30)",Angus Gunn,Nottingham Forest
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,GK,Liam Kelly,"January 23, 1996",30,3,0,Rangers,"January 23, 1996 (aged 30)",Liam Kelly,Rangers
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Andy Robertson (captain),"March 11, 1994",32,93,4,Liverpool,"March 11, 1994 (aged 32)",Andy Robertson (captain),Liverpool
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Grant Hanley,"November 20, 1991",34,67,2,Hibernian,"November 20, 1991 (aged 34)",Grant Hanley,Hibernian
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Kieran Tierney,"June 5, 1997",29,55,2,Celtic,"June 5, 1997 (aged 29)",Kieran Tierney,Celtic
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Scott McKenna,"November 12, 1996",29,50,1,Dinamo Zagreb,"November 12, 1996 (aged 29)",Scott McKenna,Dinamo Zagreb
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Jack Hendry,"May 7, 1995",31,37,3,Al-Ettifaq,"May 7, 1995 (aged 31)",Jack Hendry,Al-Ettifaq
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Nathan Patterson,"October 16, 2001",24,26,1,Everton,"October 16, 2001 (aged 24)",Nathan Patterson,Everton
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Anthony Ralston,"November 16, 1998",27,26,1,Celtic,"November 16, 1998 (aged 27)",Anthony Ralston,Celtic
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,John Souttar,"September 25, 1996",29,23,2,Rangers,"September 25, 1996 (aged 29)",John Souttar,Rangers
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Aaron Hickey,"June 10, 2002",24,20,0,Brentford,"June 10, 2002 (aged 24)",Aaron Hickey,Brentford
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,DF,Dominic Hyam,"December 20, 1995",30,3,0,Wrexham,"December 20, 1995 (aged 30)",Dominic Hyam,Wrexham
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,MF,John McGinn,"October 18, 1994",31,85,20,Aston Villa,"October 18, 1994 (aged 31)",John McGinn,Aston Villa
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,MF,Scott McTominay,"December 8, 1996",29,69,14,Napoli,"December 8, 1996 (aged 29)",Scott McTominay,Napoli
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,MF,Ryan Christie,"February 22, 1995",31,67,10,Bournemouth,"February 22, 1995 (aged 31)",Ryan Christie,Bournemouth
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,MF,Kenny McLean,"January 8, 1992",34,57,3,Norwich City,"January 8, 1992 (aged 34)",Kenny McLean,Norwich City
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,MF,Lewis Ferguson,"August 24, 1999",26,23,1,Bologna,"August 24, 1999 (aged 26)",Lewis Ferguson,Bologna
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,MF,Ben Gannon-Doak,"November 11, 2005",20,13,1,Bournemouth,"November 11, 2005 (aged 20)",Ben Gannon-Doak,Bournemouth
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,MF,Findlay Curtis,"June 9, 2006",20,2,1,Kilmarnock,"June 9, 2006 (aged 20)",Findlay Curtis,Kilmarnock
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,MF,Tyler Fletcher,"March 19, 2007",19,1,0,Manchester United,"March 19, 2007 (aged 19)",Tyler Fletcher,Manchester United
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,FW,Lyndon Dykes,"October 7, 1995",30,51,10,Charlton Athletic,"October 7, 1995 (aged 30)",Lyndon Dykes,Charlton Athletic
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,FW,Ché Adams,"July 13, 1996",29,46,11,Torino,"July 13, 1996 (aged 29)",Ché Adams,Torino
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,FW,Lawrence Shankland,"August 10, 1995",30,19,6,Heart of Midlothian,"August 10, 1995 (aged 30)",Lawrence Shankland,Heart of Midlothian
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,FW,George Hirst,"February 15, 1999",27,9,1,Ipswich Town,"February 15, 1999 (aged 27)",George Hirst,Ipswich Town
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Scotland,Scotland,,FW,Ross Stewart,"July 11, 1996",29,2,0,Southampton,"July 11, 1996 (aged 29)",Ross Stewart,Southampton
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,1,GK,Mathew Ryan (captain),"April 8, 1992",34,104,0,Levante,"April 8, 1992 (aged 34)",Mathew Ryan (captain),Levante
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,2,DF,Miloš Degenek,"April 28, 1994",32,56,1,APOEL,"April 28, 1994 (aged 32)",Miloš Degenek,APOEL
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,3,DF,Alessandro Circati,"October 10, 2003",22,12,1,Parma,"October 10, 2003 (aged 22)",Alessandro Circati,Parma
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,4,DF,Jacob Italiano,"July 30, 2001",24,4,0,GAK,"July 30, 2001 (aged 24)",Jacob Italiano,GAK
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,5,DF,Jordan Bos,"October 29, 2002",23,26,4,Feyenoord,"October 29, 2002 (aged 23)",Jordan Bos,Feyenoord
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,6,DF,Jason Geria,"May 10, 1993",33,13,0,Albirex Niigata,"May 10, 1993 (aged 33)",Jason Geria,Albirex Niigata
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,7,FW,Mathew Leckie,"February 4, 1991",35,79,14,Melbourne City,"February 4, 1991 (aged 35)",Mathew Leckie,Melbourne City
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,8,MF,Connor Metcalfe,"November 5, 1999",26,35,1,FC St. Pauli,"November 5, 1999 (aged 26)",Connor Metcalfe,FC St. Pauli
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,9,FW,Mohamed Touré,"March 26, 2004",22,9,2,Norwich City,"March 26, 2004 (aged 22)",Mohamed Touré,Norwich City
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,10,MF,Ajdin Hrustic,"July 5, 1996",29,37,4,Heracles Almelo,"July 5, 1996 (aged 29)",Ajdin Hrustic,Heracles Almelo
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,11,FW,Awer Mabil,"September 15, 1995",30,38,10,Castellón,"September 15, 1995 (aged 30)",Awer Mabil,Castellón
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,12,GK,Paul Izzo,"January 6, 1995",31,4,0,Randers,"January 6, 1995 (aged 31)",Paul Izzo,Randers
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,13,MF,Aiden O'Neill,"July 4, 1998",27,30,0,New York City FC,"July 4, 1998 (aged 27)",Aiden O'Neill,New York City FC
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,14,MF,Cammy Devlin,"June 7, 1998",28,4,0,Heart of Midlothian,"June 7, 1998 (aged 28)",Cammy Devlin,Heart of Midlothian
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,15,DF,Kai Trewin,"May 18, 2001",25,5,0,New York City FC,"May 18, 2001 (aged 25)",Kai Trewin,New York City FC
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,16,DF,Aziz Behich,"December 16, 1990",35,83,3,Melbourne City,"December 16, 1990 (aged 35)",Aziz Behich,Melbourne City
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,17,FW,Nestory Irankunda,"February 9, 2006",20,14,5,Watford,"February 9, 2006 (aged 20)",Nestory Irankunda,Watford
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,18,GK,Patrick Beach,"August 6, 2003",22,1,0,Melbourne City,"August 6, 2003 (aged 22)",Patrick Beach,Melbourne City
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,19,DF,Harry Souttar,"October 22, 1998",27,37,11,Leicester City,"October 22, 1998 (aged 27)",Harry Souttar,Leicester City
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,20,FW,Cristian Volpato,"November 15, 2003",22,0,0,Sassuolo,"November 15, 2003 (aged 22)",Cristian Volpato,Sassuolo
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Australia,Australia,21,DF,Cameron Burgess,"October 21, 1995",30,26,0,Swansea City,"October 21, 1995 (aged 30)",Cameron Burgess,Swansea City
