source,source_url,resolved_url,source_page_title,competition,year,team,source_heading,shirt_number,position,player,date_of_birth,age,caps,goals,club,raw_date_of_birth_age,raw_player,raw_club
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,GK,Matěj Kovář,"May 17, 2000",26,19,0,PSV Eindhoven,"May 17, 2000 (aged 26)",Matěj Kovář,PSV Eindhoven
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,GK,Jindřich Staněk,"April 27, 1996",30,14,0,Slavia Prague,"April 27, 1996 (aged 30)",Jindřich Staněk,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,GK,Lukáš Horníček,"July 13, 2002",23,1,0,Braga,"July 13, 2002 (aged 23)",Lukáš Horníček,Braga
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,Vladimír Coufal,"August 22, 1992",33,61,2,TSG Hoffenheim,"August 22, 1992 (aged 33)",Vladimír Coufal,TSG Hoffenheim
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,Tomáš Holeš,"March 31, 1993",33,40,2,Slavia Prague,"March 31, 1993 (aged 33)",Tomáš Holeš,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,Ladislav Krejčí (captain),"April 20, 1999",27,26,5,Wolverhampton Wanderers,"April 20, 1999 (aged 27)",Ladislav Krejčí (captain),Wolverhampton Wanderers
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,David Zima,"November 8, 2000",25,24,1,Slavia Prague,"November 8, 2000 (aged 25)",David Zima,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,Jaroslav Zelený,"August 20, 1992",33,22,0,Sparta Prague,"August 20, 1992 (aged 33)",Jaroslav Zelený,Sparta Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,David Jurásek,"August 7, 2000",25,17,1,Slavia Prague,"August 7, 2000 (aged 25)",David Jurásek,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,David Douděra,"May 31, 1998",28,16,2,Slavia Prague,"May 31, 1998 (aged 28)",David Douděra,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,Robin Hranáč,"January 29, 2000",26,13,1,TSG Hoffenheim,"January 29, 2000 (aged 26)",Robin Hranáč,TSG Hoffenheim
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,DF,Štěpán Chaloupek,"March 8, 2003",23,4,0,Slavia Prague,"March 8, 2003 (aged 23)",Štěpán Chaloupek,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Tomáš Souček,"February 27, 1995",31,89,17,West Ham United,"February 27, 1995 (aged 31)",Tomáš Souček,West Ham United
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Vladimír Darida,"August 8, 1990",35,78,8,Hradec Králové,"August 8, 1990 (aged 35)",Vladimír Darida,Hradec Králové
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Lukáš Provod,"October 23, 1996",29,37,3,Slavia Prague,"October 23, 1996 (aged 29)",Lukáš Provod,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Michal Sadílek,"May 31, 1999",27,34,1,Slavia Prague,"May 31, 1999 (aged 27)",Michal Sadílek,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Pavel Šulc,"December 29, 2000",25,20,5,Lyon,"December 29, 2000 (aged 25)",Pavel Šulc,Lyon
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Lukáš Červ,"April 10, 2001",25,16,2,Viktoria Plzeň,"April 10, 2001 (aged 25)",Lukáš Červ,Viktoria Plzeň
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Hugo Sochůrek,"June 7, 2008",18,1,0,Sparta Prague,"June 7, 2008 (aged 18)",Hugo Sochůrek,Sparta Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Alexandr Sojka,"April 2, 2003",23,1,0,Viktoria Plzeň,"April 2, 2003 (aged 23)",Alexandr Sojka,Viktoria Plzeň
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,MF,Denis Višinský,"March 21, 2003",23,1,0,Viktoria Plzeň,"March 21, 2003 (aged 23)",Denis Višinský,Viktoria Plzeň
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,FW,Patrik Schick,"January 24, 1996",30,52,25,Bayer Leverkusen,"January 24, 1996 (aged 30)",Patrik Schick,Bayer Leverkusen
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,FW,Adam Hložek,"July 25, 2002",23,42,5,TSG Hoffenheim,"July 25, 2002 (aged 23)",Adam Hložek,TSG Hoffenheim
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,FW,Jan Kuchta,"January 8, 1997",29,31,3,Sparta Prague,"January 8, 1997 (aged 29)",Jan Kuchta,Sparta Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,FW,Mojmír Chytil,"April 29, 1999",27,22,6,Slavia Prague,"April 29, 1999 (aged 27)",Mojmír Chytil,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Czech Republic,Czech Republic,,FW,Tomáš Chorý,"January 26, 1995",31,21,6,Slavia Prague,"January 26, 1995 (aged 31)",Tomáš Chorý,Slavia Prague
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,GK,Guillermo Ochoa,"July 13, 1985",40,152,0,AEL Limassol,"July 13, 1985 (aged 40)",Guillermo Ochoa,AEL Limassol
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,GK,Raúl Rangel,"February 25, 2000",26,13,0,Guadalajara,"February 25, 2000 (aged 26)",Raúl Rangel,Guadalajara
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,GK,Carlos Acevedo,"April 19, 1996",30,7,0,Santos Laguna,"April 19, 1996 (aged 30)",Carlos Acevedo,Santos Laguna
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,DF,Jesús Gallardo,"August 15, 1994",31,120,3,Toluca,"August 15, 1994 (aged 31)",Jesús Gallardo,Toluca
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,DF,César Montes,"February 24, 1997",29,66,4,Lokomotiv Moscow,"February 24, 1997 (aged 29)",César Montes,Lokomotiv Moscow
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,DF,Jorge Sánchez,"December 10, 1997",28,58,3,PAOK,"December 10, 1997 (aged 28)",Jorge Sánchez,PAOK
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,DF,Johan Vásquez,"October 22, 1998",27,45,2,Genoa,"October 22, 1998 (aged 27)",Johan Vásquez,Genoa
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,DF,Israel Reyes,"May 23, 2000",26,33,2,América,"May 23, 2000 (aged 26)",Israel Reyes,América
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,DF,Mateo Chávez,"May 11, 2004",22,9,0,AZ,"May 11, 2004 (aged 22)",Mateo Chávez,AZ
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Edson Álvarez (captain),"October 24, 1997",28,97,7,Fenerbahçe,"October 24, 1997 (aged 28)",Edson Álvarez (captain),Fenerbahçe
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Orbelín Pineda,"March 24, 1996",30,91,12,AEK Athens,"March 24, 1996 (aged 30)",Orbelín Pineda,AEK Athens
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Roberto Alvarado,"September 7, 1998",27,66,5,Guadalajara,"September 7, 1998 (aged 27)",Roberto Alvarado,Guadalajara
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Luis Romo,"June 5, 1995",31,62,4,Guadalajara,"June 5, 1995 (aged 31)",Luis Romo,Guadalajara
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Luis Chávez,"January 15, 1996",30,44,4,Dynamo Moscow,"January 15, 1996 (aged 30)",Luis Chávez,Dynamo Moscow
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Érik Lira,"May 8, 2000",26,24,0,Cruz Azul,"May 8, 2000 (aged 26)",Érik Lira,Cruz Azul
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Gilberto Mora,"October 14, 2008",17,7,0,Tijuana,"October 14, 2008 (aged 17)",Gilberto Mora,Tijuana
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Brian Gutiérrez,"June 17, 2003",22,6,2,Guadalajara,"June 17, 2003 (aged 22)",Brian Gutiérrez,Guadalajara
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Obed Vargas,"August 5, 2005",20,6,0,Atlético Madrid,"August 5, 2005 (aged 20)",Obed Vargas,Atlético Madrid
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,MF,Álvaro Fidalgo,"April 9, 1997",29,3,0,Real Betis,"April 9, 1997 (aged 29)",Álvaro Fidalgo,Real Betis
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,FW,Raúl Jiménez,"May 5, 1991",35,123,44,Fulham,"May 5, 1991 (aged 35)",Raúl Jiménez,Fulham
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,FW,Alexis Vega,"November 25, 1997",28,51,7,Toluca,"November 25, 1997 (aged 28)",Alexis Vega,Toluca
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,FW,Santiago Giménez,"April 18, 2001",25,47,6,Milan,"April 18, 2001 (aged 25)",Santiago Giménez,Milan
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,FW,César Huerta,"December 3, 2000",25,26,3,Anderlecht,"December 3, 2000 (aged 25)",César Huerta,Anderlecht
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,FW,Julián Quiñones,"March 24, 1997",29,21,2,Al-Qadsiah,"March 24, 1997 (aged 29)",Julián Quiñones,Al-Qadsiah
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,FW,Guillermo Martínez,"March 15, 1995",31,11,3,UNAM,"March 15, 1995 (aged 31)",Guillermo Martínez,UNAM
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,Mexico,Mexico,,FW,Armando González,"April 20, 2003",23,7,1,Guadalajara,"April 20, 2003 (aged 23)",Armando González,Guadalajara
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,GK,Ronwen Williams (captain),"January 21, 1992",34,62,0,Mamelodi Sundowns,"January 21, 1992 (aged 34)",Ronwen Williams (captain),Mamelodi Sundowns
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,GK,Ricardo Goss,"April 2, 1994",32,4,0,Siwelele,"April 2, 1994 (aged 32)",Ricardo Goss,Siwelele
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,GK,Sipho Chaine,"December 14, 1996",29,3,0,Orlando Pirates,"December 14, 1996 (aged 29)",Sipho Chaine,Orlando Pirates
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Aubrey Modiba,"July 22, 1995",30,44,3,Mamelodi Sundowns,"July 22, 1995 (aged 30)",Aubrey Modiba,Mamelodi Sundowns
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Khuliso Mudau,"April 26, 1995",31,32,1,Mamelodi Sundowns,"April 26, 1995 (aged 31)",Khuliso Mudau,Mamelodi Sundowns
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Nkosinathi Sibisi,"September 22, 1995",30,19,0,Orlando Pirates,"September 22, 1995 (aged 30)",Nkosinathi Sibisi,Orlando Pirates
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Mbekezeli Mbokazi,"September 19, 2005",20,10,1,Chicago Fire FC,"September 19, 2005 (aged 20)",Mbekezeli Mbokazi,Chicago Fire FC
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Ime Okon,"February 20, 2004",22,7,1,Hannover 96,"February 20, 2004 (aged 22)",Ime Okon,Hannover 96
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Samukele Kabini,"March 15, 2004",22,5,0,Molde,"March 15, 2004 (aged 22)",Samukele Kabini,Molde
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Khulumani Ndamane,"February 5, 2004",22,5,0,Mamelodi Sundowns,"February 5, 2004 (aged 22)",Khulumani Ndamane,Mamelodi Sundowns
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Thabang Matuludi,"January 14, 1999",27,2,0,Polokwane City,"January 14, 1999 (aged 27)",Thabang Matuludi,Polokwane City
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Kamogelo Sebelebele,"July 21, 2002",23,2,0,Orlando Pirates,"July 21, 2002 (aged 23)",Kamogelo Sebelebele,Orlando Pirates
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Bradley Cross,"January 30, 2001",25,0,0,Kaizer Chiefs,"January 30, 2001 (aged 25)",Bradley Cross,Kaizer Chiefs
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,DF,Olwethu Makhanya,"April 30, 2004",22,0,0,Philadelphia Union,"April 30, 2004 (aged 22)",Olwethu Makhanya,Philadelphia Union
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,MF,Teboho Mokoena,"January 24, 1997",29,51,9,Mamelodi Sundowns,"January 24, 1997 (aged 29)",Teboho Mokoena,Mamelodi Sundowns
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,MF,Sphephelo Sithole,"March 3, 1999",27,27,1,Tondela,"March 3, 1999 (aged 27)",Sphephelo Sithole,Tondela
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,MF,Thalente Mbatha,"March 6, 2000",26,14,3,Orlando Pirates,"March 6, 2000 (aged 26)",Thalente Mbatha,Orlando Pirates
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,MF,Jayden Adams,"May 5, 2001",25,4,0,Mamelodi Sundowns,"May 5, 2001 (aged 25)",Jayden Adams,Mamelodi Sundowns
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,FW,Themba Zwane,"August 3, 1989",36,53,12,Mamelodi Sundowns,"August 3, 1989 (aged 36)",Themba Zwane,Mamelodi Sundowns
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,FW,Lyle Foster,"May 9, 2000",26,26,10,Burnley,"May 9, 2000 (aged 26)",Lyle Foster,Burnley
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,FW,Evidence Makgopa,"June 5, 2000",26,26,6,Orlando Pirates,"June 5, 2000 (aged 26)",Evidence Makgopa,Orlando Pirates
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,FW,Oswin Appollis,"August 25, 2001",24,25,8,Orlando Pirates,"August 25, 2001 (aged 24)",Oswin Appollis,Orlando Pirates
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,FW,Iqraam Rayners,"December 19, 1995",30,13,4,Mamelodi Sundowns,"December 19, 1995 (aged 30)",Iqraam Rayners,Mamelodi Sundowns
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,FW,Relebohile Mofokeng,"October 23, 2004",21,12,0,Orlando Pirates,"October 23, 2004 (aged 21)",Relebohile Mofokeng,Orlando Pirates
wikipedia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026 FIFA World Cup squads,FIFA World Cup,2026,South Africa,South Africa,,FW,Thapelo Maseko,"November 11, 2003",22,9,1,AEL Limassol,"November 11, 2003 (aged 22)",Thapelo Maseko,AEL Limassol
