source,soccerbase_game_id,date,competition,season,tab,stage,home_team,away_team,team,opponent,is_home,player_id,player_name,squad_status,is_starter,is_sub_used,is_unused_sub,sub_on_minute,sub_off_minute,soccerbase_position,shirt_number,referee,card_summary,kaggle_match_quality,kaggle_rating_snapshot_note,source_url,tournament_url
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,114556,M Kovar,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,106063,L Krejci,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,87225,T Soucek,sub_used,0,1,0,64,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,66977,T Holes,starter,1,0,0,,64,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,137526,R Hranac,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,111042,D Doudera,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,76168,T Chory,sub_used,0,1,0,87,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,140940,L Cerv,starter,1,0,0,,87,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,113410,M Sadilek,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,71362,V Coufal,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,77948,P Schick,sub_used,0,1,0,64,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,116498,A Hlozek,starter,1,0,0,,64,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,122513,L Provod,sub_used,0,1,0,56,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,135633,D Visinsky,starter,1,0,0,,56,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,122025,P Sulc,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,139291,L Hornicek,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,117787,M Chytil,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,59435,J Zeleny,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,121921,D Zima,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,61264,V Darida,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,144212,S Chaloupek,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,74589,J Stanek,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,215983,H Sochurek,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Czech Rep,Mexico,1,96958,J Kuchta,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,97325,J Gallardo,sub_used,0,1,0,78,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,159630,J Rangel,starter,1,0,0,,78,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,103539,C Montes,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,43833,G Ochoa,sub_used,0,1,0,78,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,187835,Mateo Chavez,starter,1,0,0,,78,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,147687,I Reyes,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,119263,J Sanchez,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,96890,E Alvarez,starter,1,0,0,,,,,Yael Falcon Perez,yellow,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,117704,A Fidalgo,sub_used,0,1,0,72,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,196791,G Mora,starter,1,0,0,,72,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,141395,O Vargas,sub_used,0,1,0,63,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,125623,L Romo,starter,1,0,0,,63,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,117593,J Quinones,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,128349,S Gimenez,sub_used,0,1,0,63,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,149806,G Martinez,starter,1,0,0,,63,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,115764,R Alvarado,starter,1,0,0,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,111057,L Luis Chavez,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,185367,A Gonzalez,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,90652,O Pineda,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,145710,E Lira,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,117295,C Huerta,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,117589,E Vega,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,117599,C Acevedo,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,129633,B Gutierrez,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,117614,J Vasquez,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948921,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,Czech Rep,Mexico,Mexico,Czech Rep,0,69582,R Jimenez,unused_sub,0,0,1,,,,,Yael Falcon Perez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,79521,R Williams,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,159004,K Mudau,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,97243,A Modiba,starter,1,0,0,,,,,Facundo Tello,yellow,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,183822,I Okon,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,206097,M Mbokazi,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,186863,T Moremi,sub_used,0,1,0,62,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,185613,O Appollis,starter,1,0,0,,62,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,183112,I Rayners,sub_used,0,1,0,75,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,166908,T Maseko,starter,1,0,0,,75,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,166890,J Adams,sub_used,0,1,0,80,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,192319,R Mofokeng,starter,1,0,0,,80,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,126151,S Yaya Sithole,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,196991,T Mbatha,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,139854,E Makgopa,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,193798,T Matuludi,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,183819,S Chaine,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,180271,O Makhanya,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,203828,S Kabini,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,203829,K Ndamane,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,125799,R Goss,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,139882,N Sibisi,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,205961,K Sebelebele,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,136354,B Cross,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Africa,South Korea,1,119246,L Foster,unused_sub,0,0,1,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Korea,South Africa,0,75955,Kim Seung-Gyu,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Korea,South Africa,0,153305,Lee Gi-Hyuk,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Korea,South Africa,0,153249,Lee Han-Beom,starter,1,0,0,,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
soccerbase,948920,2026-06-25,World Cup,2026,Group Stage,Group A Matches and results,South Africa,South Korea,South Korea,South Africa,0,154278,Park Jin-Seob,sub_used,0,1,0,65,,,,Facundo Tello,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068&tab=tab-2500,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2068
