soccerbase_game_id,date,home_team,away_team,status
282700,1959-12-13,France,Austria,cached_from_soccerbase_match_stats
282701,1960-03-27,Austria,France,cached_from_soccerbase_match_stats
282702,1960-05-08,Portugal,Yugoslavia,cached_from_soccerbase_match_stats
282698,1960-05-22,Romania,Czechoslovakia,cached_from_soccerbase_match_stats
282703,1960-05-22,Yugoslavia,Portugal,cached_from_soccerbase_match_stats
282699,1960-05-29,Czechoslovakia,Romania,cached_from_soccerbase_match_stats
281262,1960-07-06,USSR,Czechoslovakia,cached_from_soccerbase_match_stats
281263,1960-07-06,France,Yugoslavia,cached_from_soccerbase_match_stats
281264,1960-07-09,France,Czechoslovakia,cached_from_soccerbase_match_stats
282893,1960-07-10,USSR,Yugoslavia,cached_from_soccerbase_match_stats
282693,1963-12-04,Luxembourg,Denmark,cached_from_soccerbase_match_stats
282694,1963-12-10,Denmark,Luxembourg,cached_from_soccerbase_match_stats
282691,1964-03-11,Spain,Ireland,cached_from_soccerbase_match_stats
282692,1964-04-08,Ireland,Spain,cached_from_soccerbase_match_stats
282689,1964-04-25,France,Hungary,cached_from_soccerbase_match_stats
282696,1964-05-13,Sweden,USSR,cached_from_soccerbase_match_stats
282690,1964-05-23,Hungary,France,cached_from_soccerbase_match_stats
282697,1964-05-27,USSR,Sweden,cached_from_soccerbase_match_stats
281248,1964-06-17,Spain,Hungary,cached_from_soccerbase_match_stats
281249,1964-06-17,USSR,Denmark,cached_from_soccerbase_match_stats
281250,1964-06-20,Hungary,Denmark,cached_from_soccerbase_match_stats
282894,1964-06-21,Spain,USSR,cached_from_soccerbase_match_stats
282685,1968-04-03,England,Spain,cached_from_soccerbase_match_stats
282681,1968-04-06,Bulgaria,Italy,cached_from_soccerbase_match_stats
282682,1968-04-20,Italy,Bulgaria,cached_from_soccerbase_match_stats
282688,1968-04-24,Yugoslavia,France,cached_from_soccerbase_match_stats
282683,1968-05-04,Hungary,USSR,cached_from_soccerbase_match_stats
282686,1968-05-08,Spain,England,cached_from_soccerbase_match_stats
282684,1968-05-11,USSR,Hungary,cached_from_soccerbase_match_stats
281244,1968-06-05,Yugoslavia,England,cached_from_soccerbase_match_stats
282622,1968-06-05,Italy,USSR,cached_from_soccerbase_match_stats
281245,1968-06-08,England,USSR,cached_from_soccerbase_match_stats
282895,1968-06-08,Italy,Yugoslavia,cached_from_soccerbase_match_stats
282896,1968-06-10,Italy,Yugoslavia,cached_from_soccerbase_match_stats
282613,1972-04-29,England,West Germany,cached_from_soccerbase_match_stats
282676,1972-04-29,Hungary,Romania,cached_from_soccerbase_match_stats
282679,1972-04-29,Italy,Belgium,cached_from_soccerbase_match_stats
282675,1972-04-30,Yugoslavia,USSR,cached_from_soccerbase_match_stats
282614,1972-05-13,West Germany,England,cached_from_soccerbase_match_stats
282674,1972-05-13,USSR,Yugoslavia,cached_from_soccerbase_match_stats
282680,1972-05-13,Belgium,Italy,cached_from_soccerbase_match_stats
282677,1972-05-14,Romania,Hungary,cached_from_soccerbase_match_stats
281239,1972-06-14,Belgium,West Germany,cached_from_soccerbase_match_stats
281240,1972-06-14,USSR,Hungary,cached_from_soccerbase_match_stats
281241,1972-06-17,Belgium,Hungary,cached_from_soccerbase_match_stats
282897,1972-06-18,West Germany,USSR,cached_from_soccerbase_match_stats
309384,1975-07-17,Chile,Peru,cached_from_soccerbase_match_stats
309385,1975-07-20,Bolivia,Chile,cached_from_soccerbase_match_stats
309390,1975-07-20,Colombia,Paraguay,cached_from_soccerbase_match_stats
309391,1975-07-24,Ecuador,Paraguay,cached_from_soccerbase_match_stats
308411,1975-07-27,Ecuador,Colombia,cached_from_soccerbase_match_stats
309386,1975-07-27,Bolivia,Peru,cached_from_soccerbase_match_stats
309392,1975-07-30,Paraguay,Colombia,cached_from_soccerbase_match_stats
331079,1975-07-30,Venezuela,Brazil,cached_from_soccerbase_match_stats
309379,1975-08-03,Venezuela,Argentina,cached_from_soccerbase_match_stats
309380,1975-08-06,Brazil,Argentina,cached_from_soccerbase_match_stats
309387,1975-08-07,Peru,Bolivia,cached_from_soccerbase_match_stats
309399,1975-08-07,Colombia,Ecuador,cached_from_soccerbase_match_stats
309381,1975-08-10,Argentina,Venezuela,cached_from_soccerbase_match_stats
309393,1975-08-10,Paraguay,Ecuador,cached_from_soccerbase_match_stats
309382,1975-08-13,Brazil,Venezuela,cached_from_soccerbase_match_stats
309388,1975-08-13,Chile,Bolivia,cached_from_soccerbase_match_stats
309383,1975-08-16,Argentina,Brazil,cached_from_soccerbase_match_stats
309389,1975-08-20,Peru,Chile,cached_from_soccerbase_match_stats
309394,1975-09-21,Colombia,Uruguay,cached_from_soccerbase_match_stats
308960,1975-09-30,Brazil,Peru,cached_from_soccerbase_match_stats
309395,1975-10-01,Uruguay,Colombia,cached_from_soccerbase_match_stats
309396,1975-10-04,Peru,Brazil,cached_from_soccerbase_match_stats
312176,1975-10-16,Colombia,Peru,cached_from_soccerbase_match_stats
312177,1975-10-22,Peru,Colombia,cached_from_soccerbase_match_stats
312178,1975-10-28,Colombia,Peru,cached_from_soccerbase_match_stats
282704,1976-04-24,Czechoslovakia,USSR,cached_from_soccerbase_match_stats
362303,1976-04-24,Spain,West Germany,cached_from_soccerbase_match_stats
282706,1976-04-25,Netherlands,Belgium,cached_from_soccerbase_match_stats
282708,1976-04-25,Yugoslavia,Wales,cached_from_soccerbase_match_stats
282705,1976-05-22,USSR,Czechoslovakia,cached_from_soccerbase_match_stats
282707,1976-05-22,Belgium,Netherlands,cached_from_soccerbase_match_stats
282709,1976-05-22,Wales,Yugoslavia,cached_from_soccerbase_match_stats
362304,1976-05-22,West Germany,Spain,cached_from_soccerbase_match_stats
281234,1976-06-16,Czechoslovakia,Netherlands,cached_from_soccerbase_match_stats
281237,1976-06-17,West Germany,Yugoslavia,cached_from_soccerbase_match_stats
281238,1976-06-19,Netherlands,Yugoslavia,cached_from_soccerbase_match_stats
282898,1976-06-20,Czechoslovakia,West Germany,cached_from_soccerbase_match_stats
308369,1979-07-18,Bolivia,Argentina,cached_from_soccerbase_match_stats
309339,1979-07-26,Bolivia,Brazil,cached_from_soccerbase_match_stats
309335,1979-08-01,Venezuela,Colombia,cached_from_soccerbase_match_stats
309340,1979-08-02,Brazil,Argentina,cached_from_soccerbase_match_stats
309334,1979-08-08,Venezuela,Chile,cached_from_soccerbase_match_stats
309338,1979-08-08,Argentina,Bolivia,cached_from_soccerbase_match_stats
309337,1979-08-15,Colombia,Chile,cached_from_soccerbase_match_stats
309342,1979-08-16,Brazil,Bolivia,cached_from_soccerbase_match_stats
309333,1979-08-22,Colombia,Venezuela,cached_from_soccerbase_match_stats
309344,1979-08-23,Argentina,Brazil,cached_from_soccerbase_match_stats
309332,1979-08-29,Chile,Venezuela,cached_from_soccerbase_match_stats
309345,1979-08-29,Ecuador,Paraguay,cached_from_soccerbase_match_stats
309336,1979-09-05,Chile,Colombia,cached_from_soccerbase_match_stats
309347,1979-09-05,Ecuador,Uruguay,cached_from_soccerbase_match_stats
309348,1979-09-13,Paraguay,Ecuador,cached_from_soccerbase_match_stats
309349,1979-09-16,Uruguay,Ecuador,cached_from_soccerbase_match_stats
309350,1979-09-20,Paraguay,Uruguay,cached_from_soccerbase_match_stats
309351,1979-09-26,Uruguay,Paraguay,cached_from_soccerbase_match_stats
309355,1979-10-17,Peru,Chile,cached_from_soccerbase_match_stats
309352,1979-10-24,Paraguay,Brazil,cached_from_soccerbase_match_stats
309356,1979-10-24,Chile,Peru,cached_from_soccerbase_match_stats
309354,1979-10-31,Brazil,Paraguay,cached_from_soccerbase_match_stats
309359,1979-11-28,Paraguay,Chile,cached_from_soccerbase_match_stats
309358,1979-12-05,Chile,Paraguay,cached_from_soccerbase_match_stats
281219,1980-06-11,West Germany,Czechoslovakia,cached_from_soccerbase_match_stats
281225,1980-06-11,Netherlands,Greece,cached_from_soccerbase_match_stats
281226,1980-06-12,Belgium,England,cached_from_soccerbase_match_stats
281232,1980-06-12,Spain,Italy,cached_from_soccerbase_match_stats
376203,1980-06-14,West Germany,Netherlands,cached_from_soccerbase_match_stats
423113,1980-06-14,Czechoslovakia,Greece,cached_from_soccerbase_match_stats
281227,1980-06-15,Spain,Belgium,cached_from_soccerbase_match_stats
357719,1980-06-15,Italy,England,cached_from_soccerbase_match_stats
281221,1980-06-17,West Germany,Greece,cached_from_soccerbase_match_stats
281228,1980-06-18,Italy,Belgium,cached_from_soccerbase_match_stats
281231,1980-06-18,England,Spain,cached_from_soccerbase_match_stats
422555,1980-06-21,Italy,Czechoslovakia,cached_from_soccerbase_match_stats
282899,1980-06-22,West Germany,Belgium,cached_from_soccerbase_match_stats
309306,1983-08-10,Ecuador,Argentina,cached_from_soccerbase_match_stats
309312,1983-08-14,Bolivia,Colombia,cached_from_soccerbase_match_stats
309307,1983-08-17,Ecuador,Brazil,cached_from_soccerbase_match_stats
312179,1983-08-17,Peru,Colombia,cached_from_soccerbase_match_stats
309314,1983-08-21,Bolivia,Peru,cached_from_soccerbase_match_stats
309308,1983-08-24,Argentina,Brazil,cached_from_soccerbase_match_stats
312180,1983-08-28,Colombia,Peru,cached_from_soccerbase_match_stats
309316,1983-08-31,Colombia,Bolivia,cached_from_soccerbase_match_stats
309301,1983-09-01,Uruguay,Chile,cached_from_soccerbase_match_stats
309309,1983-09-01,Brazil,Ecuador,cached_from_soccerbase_match_stats
309302,1983-09-04,Uruguay,Venezuela,cached_from_soccerbase_match_stats
309317,1983-09-04,Peru,Bolivia,cached_from_soccerbase_match_stats
309310,1983-09-07,Argentina,Ecuador,cached_from_soccerbase_match_stats
309305,1983-09-08,Chile,Venezuela,cached_from_soccerbase_match_stats
309303,1983-09-11,Chile,Uruguay,cached_from_soccerbase_match_stats
309311,1983-09-14,Brazil,Argentina,cached_from_soccerbase_match_stats
309304,1983-09-18,Venezuela,Uruguay,cached_from_soccerbase_match_stats
309300,1983-09-21,Venezuela,Chile,cached_from_soccerbase_match_stats
309319,1983-10-13,Peru,Uruguay,cached_from_soccerbase_match_stats
309322,1983-10-13,Paraguay,Brazil,cached_from_soccerbase_match_stats
309320,1983-10-20,Uruguay,Peru,cached_from_soccerbase_match_stats
309324,1983-10-20,Brazil,Paraguay,cached_from_soccerbase_match_stats
309328,1983-10-27,Uruguay,Brazil,cached_from_soccerbase_match_stats
309327,1983-11-04,Brazil,Uruguay,cached_from_soccerbase_match_stats
360024,1984-06-12,France,Denmark,cached_from_soccerbase_match_stats
281210,1984-06-13,Belgium,Yugoslavia,cached_from_soccerbase_match_stats
281211,1984-06-14,West Germany,Portugal,cached_from_soccerbase_match_stats
281218,1984-06-14,Spain,Romania,cached_from_soccerbase_match_stats
281205,1984-06-16,France,Belgium,cached_from_soccerbase_match_stats
281207,1984-06-16,Denmark,Yugoslavia,cached_from_soccerbase_match_stats
282361,1984-06-17,West Germany,Romania,cached_from_soccerbase_match_stats
354369,1984-06-17,Spain,Portugal,cached_from_soccerbase_match_stats
281208,1984-06-19,Denmark,Belgium,cached_from_soccerbase_match_stats
281217,1984-06-20,Portugal,Romania,cached_from_soccerbase_match_stats
362306,1984-06-20,West Germany,Spain,cached_from_soccerbase_match_stats
353887,1984-06-23,France,Portugal,cached_from_soccerbase_match_stats
281209,1984-06-24,Denmark,Spain,cached_from_soccerbase_match_stats
282592,1984-06-27,France,Spain,cached_from_soccerbase_match_stats
309253,1987-06-27,Argentina,Peru,cached_from_soccerbase_match_stats
309259,1987-06-28,Brazil,Venezuela,cached_from_soccerbase_match_stats
309263,1987-06-28,Paraguay,Bolivia,cached_from_soccerbase_match_stats
309258,1987-06-30,Chile,Venezuela,cached_from_soccerbase_match_stats
309264,1987-07-01,Colombia,Bolivia,cached_from_soccerbase_match_stats
309254,1987-07-02,Argentina,Ecuador,cached_from_soccerbase_match_stats
323770,1987-07-03,Chile,Brazil,cached_from_soccerbase_match_stats
309256,1987-07-04,Peru,Ecuador,cached_from_soccerbase_match_stats
309265,1987-07-05,Colombia,Paraguay,cached_from_soccerbase_match_stats
309266,1987-07-08,Colombia,Chile,cached_from_soccerbase_match_stats
309267,1987-07-09,Argentina,Uruguay,cached_from_soccerbase_match_stats
309269,1987-07-11,Argentina,Colombia,cached_from_soccerbase_match_stats
309268,1987-07-12,Uruguay,Chile,cached_from_soccerbase_match_stats
281187,1988-06-10,West Germany,Italy,cached_from_soccerbase_match_stats
281194,1988-06-11,Spain,Denmark,cached_from_soccerbase_match_stats
281195,1988-06-12,England,Ireland,cached_from_soccerbase_match_stats
281201,1988-06-12,Netherlands,USSR,cached_from_soccerbase_match_stats
281188,1988-06-14,West Germany,Denmark,cached_from_soccerbase_match_stats
281191,1988-06-14,Italy,Spain,cached_from_soccerbase_match_stats
353653,1988-06-15,Ireland,USSR,cached_from_soccerbase_match_stats
354323,1988-06-15,Netherlands,England,cached_from_soccerbase_match_stats
281192,1988-06-17,Italy,Denmark,cached_from_soccerbase_match_stats
362309,1988-06-17,West Germany,Spain,cached_from_soccerbase_match_stats
281198,1988-06-18,England,USSR,cached_from_soccerbase_match_stats
281200,1988-06-18,Netherlands,Ireland,cached_from_soccerbase_match_stats
376202,1988-06-21,West Germany,Netherlands,cached_from_soccerbase_match_stats
281193,1988-06-22,USSR,Italy,cached_from_soccerbase_match_stats
282588,1988-06-25,Netherlands,USSR,cached_from_soccerbase_match_stats
309211,1989-07-01,Peru,Paraguay,cached_from_soccerbase_match_stats
309212,1989-07-01,Brazil,Venezuela,cached_from_soccerbase_match_stats
309228,1989-07-02,Ecuador,Uruguay,cached_from_soccerbase_match_stats
309229,1989-07-02,Argentina,Chile,cached_from_soccerbase_match_stats
309208,1989-07-03,Brazil,Peru,cached_from_soccerbase_match_stats
309209,1989-07-03,Colombia,Venezuela,cached_from_soccerbase_match_stats
309226,1989-07-04,Bolivia,Uruguay,cached_from_soccerbase_match_stats
309230,1989-07-04,Argentina,Ecuador,cached_from_soccerbase_match_stats
309213,1989-07-05,Peru,Venezuela,cached_from_soccerbase_match_stats
309215,1989-07-05,Paraguay,Colombia,cached_from_soccerbase_match_stats
309232,1989-07-06,Ecuador,Bolivia,cached_from_soccerbase_match_stats
309234,1989-07-06,Uruguay,Chile,cached_from_soccerbase_match_stats
309216,1989-07-07,Paraguay,Venezuela,cached_from_soccerbase_match_stats
309218,1989-07-07,Brazil,Colombia,cached_from_soccerbase_match_stats
309225,1989-07-08,Argentina,Uruguay,cached_from_soccerbase_match_stats
309235,1989-07-08,Chile,Bolivia,cached_from_soccerbase_match_stats
309246,1989-07-09,Brazil,Paraguay,cached_from_soccerbase_match_stats
312181,1989-07-09,Colombia,Peru,cached_from_soccerbase_match_stats
309223,1989-07-10,Argentina,Bolivia,cached_from_soccerbase_match_stats
309224,1989-07-10,Ecuador,Chile,cached_from_soccerbase_match_stats
309238,1989-07-12,Uruguay,Paraguay,cached_from_soccerbase_match_stats
309248,1989-07-12,Brazil,Argentina,cached_from_soccerbase_match_stats
309227,1989-07-14,Brazil,Paraguay,cached_from_soccerbase_match_stats
309241,1989-07-14,Uruguay,Argentina,cached_from_soccerbase_match_stats
309242,1989-07-16,Argentina,Paraguay,cached_from_soccerbase_match_stats
309244,1989-07-16,Brazil,Uruguay,cached_from_soccerbase_match_stats
351581,1990-03-15,Algeria,Nigeria,cached_from_soccerbase_match_stats
309139,1991-07-06,Chile,Venezuela,cached_from_soccerbase_match_stats
309142,1991-07-06,Paraguay,Peru,cached_from_soccerbase_match_stats
309158,1991-07-07,Ecuador,Colombia,cached_from_soccerbase_match_stats
309160,1991-07-07,Bolivia,Uruguay,cached_from_soccerbase_match_stats
309145,1991-07-08,Chile,Peru,cached_from_soccerbase_match_stats
309147,1991-07-08,Argentina,Venezuela,cached_from_soccerbase_match_stats
309161,1991-07-09,Uruguay,Ecuador,cached_from_soccerbase_match_stats
309163,1991-07-09,Brazil,Bolivia,cached_from_soccerbase_match_stats
309148,1991-07-10,Paraguay,Venezuela,cached_from_soccerbase_match_stats
309150,1991-07-10,Chile,Argentina,cached_from_soccerbase_match_stats
309166,1991-07-11,Colombia,Bolivia,cached_from_soccerbase_match_stats
309168,1991-07-11,Brazil,Uruguay,cached_from_soccerbase_match_stats
309151,1991-07-12,Peru,Venezuela,cached_from_soccerbase_match_stats
309153,1991-07-12,Argentina,Paraguay,cached_from_soccerbase_match_stats
309169,1991-07-13,Ecuador,Bolivia,cached_from_soccerbase_match_stats
309171,1991-07-13,Brazil,Colombia,cached_from_soccerbase_match_stats
309155,1991-07-14,Argentina,Peru,cached_from_soccerbase_match_stats
309156,1991-07-14,Chile,Paraguay,cached_from_soccerbase_match_stats
309172,1991-07-15,Uruguay,Colombia,cached_from_soccerbase_match_stats
309176,1991-07-15,Brazil,Ecuador,cached_from_soccerbase_match_stats
309138,1991-07-17,Chile,Colombia,cached_from_soccerbase_match_stats
309199,1991-07-17,Argentina,Brazil,cached_from_soccerbase_match_stats
309201,1991-07-19,Chile,Argentina,cached_from_soccerbase_match_stats
309202,1991-07-19,Brazil,Colombia,cached_from_soccerbase_match_stats
309203,1991-07-21,Chile,Brazil,cached_from_soccerbase_match_stats
309205,1991-07-21,Argentina,Colombia,cached_from_soccerbase_match_stats
351320,1992-01-12,Senegal,Nigeria,cached_from_soccerbase_match_stats
351323,1992-01-12,Cameroon,Morocco,cached_from_soccerbase_match_stats
351326,1992-01-13,Ivory Coast,Algeria,cached_from_soccerbase_match_stats
351329,1992-01-13,Zambia,Egypt,cached_from_soccerbase_match_stats
351321,1992-01-14,Nigeria,Kenya,cached_from_soccerbase_match_stats
351324,1992-01-14,Morocco,Zaire,cached_from_soccerbase_match_stats
351327,1992-01-15,Ivory Coast,Congo,cached_from_soccerbase_match_stats
351330,1992-01-15,Ghana,Zambia,cached_from_soccerbase_match_stats
351322,1992-01-16,Senegal,Kenya,cached_from_soccerbase_match_stats
351325,1992-01-16,Cameroon,Zaire,cached_from_soccerbase_match_stats
351328,1992-01-17,Algeria,Congo,cached_from_soccerbase_match_stats
351331,1992-01-17,Ghana,Egypt,cached_from_soccerbase_match_stats
351332,1992-01-19,Nigeria,Zaire,cached_from_soccerbase_match_stats
351333,1992-01-19,Senegal,Cameroon,cached_from_soccerbase_match_stats
351334,1992-01-20,Ivory Coast,Zambia,cached_from_soccerbase_match_stats
351335,1992-01-20,Ghana,Congo,cached_from_soccerbase_match_stats
351336,1992-01-23,Ghana,Nigeria,cached_from_soccerbase_match_stats
351337,1992-01-23,Cameroon,Ivory Coast,cached_from_soccerbase_match_stats
351338,1992-01-25,Nigeria,Cameroon,cached_from_soccerbase_match_stats
351339,1992-01-26,Ivory Coast,Ghana,cached_from_soccerbase_match_stats
281037,1992-06-10,Sweden,France,cached_from_soccerbase_match_stats
281043,1992-06-11,Denmark,England,cached_from_soccerbase_match_stats
281046,1992-06-12,CIS,Germany,cached_from_soccerbase_match_stats
403534,1992-06-12,Netherlands,Scotland,cached_from_soccerbase_match_stats
281038,1992-06-14,Sweden,Denmark,cached_from_soccerbase_match_stats
281041,1992-06-14,England,France,cached_from_soccerbase_match_stats
281049,1992-06-15,Scotland,Germany,cached_from_soccerbase_match_stats
553479,1992-06-15,Netherlands,CIS,cached_from_soccerbase_match_stats
328214,1992-06-17,Sweden,England,cached_from_soccerbase_match_stats
360025,1992-06-17,Denmark,France,cached_from_soccerbase_match_stats
281048,1992-06-18,Scotland,CIS,cached_from_soccerbase_match_stats
376201,1992-06-18,Netherlands,Germany,cached_from_soccerbase_match_stats
281040,1992-06-21,Sweden,Germany,cached_from_soccerbase_match_stats
466345,1992-06-22,Denmark,Netherlands,cached_from_soccerbase_match_stats
282591,1992-06-26,Denmark,Germany,cached_from_soccerbase_match_stats
309095,1993-06-15,Ecuador,Venezuela,cached_from_soccerbase_match_stats
309097,1993-06-16,Uruguay,USA,cached_from_soccerbase_match_stats
309116,1993-06-16,Colombia,Mexico,cached_from_soccerbase_match_stats
309114,1993-06-17,Argentina,Bolivia,cached_from_soccerbase_match_stats
308131,1993-06-18,Brazil,Peru,cached_from_soccerbase_match_stats
309112,1993-06-18,Paraguay,Chile,cached_from_soccerbase_match_stats
309098,1993-06-19,Ecuador,USA,cached_from_soccerbase_match_stats
309104,1993-06-19,Uruguay,Venezuela,cached_from_soccerbase_match_stats
309117,1993-06-20,Argentina,Mexico,cached_from_soccerbase_match_stats
309119,1993-06-20,Colombia,Bolivia,cached_from_soccerbase_match_stats
309101,1993-06-21,Peru,Paraguay,cached_from_soccerbase_match_stats
309113,1993-06-21,Chile,Brazil,cached_from_soccerbase_match_stats
309099,1993-06-22,USA,Venezuela,cached_from_soccerbase_match_stats
309106,1993-06-22,Ecuador,Uruguay,cached_from_soccerbase_match_stats
309122,1993-06-23,Mexico,Bolivia,cached_from_soccerbase_match_stats
309124,1993-06-23,Argentina,Colombia,cached_from_soccerbase_match_stats
308119,1993-06-24,Brazil,Paraguay,cached_from_soccerbase_match_stats
309127,1993-06-24,Peru,Chile,cached_from_soccerbase_match_stats
309090,1993-06-26,Ecuador,Paraguay,cached_from_soccerbase_match_stats
309128,1993-06-26,Colombia,Uruguay,cached_from_soccerbase_match_stats
309093,1993-06-27,Argentina,Brazil,cached_from_soccerbase_match_stats
309094,1993-06-27,Mexico,Peru,cached_from_soccerbase_match_stats
309087,1993-06-30,Ecuador,Mexico,cached_from_soccerbase_match_stats
309089,1993-07-01,Argentina,Colombia,cached_from_soccerbase_match_stats
309086,1993-07-03,Ecuador,Colombia,cached_from_soccerbase_match_stats
309085,1993-07-04,Argentina,Mexico,cached_from_soccerbase_match_stats
351300,1994-03-26,Tunisia,Mali,cached_from_soccerbase_match_stats
351303,1994-03-26,Nigeria,Gabon,cached_from_soccerbase_match_stats
351306,1994-03-27,Ivory Coast,Sierra Leone,cached_from_soccerbase_match_stats
351309,1994-03-27,Ghana,Guinea,cached_from_soccerbase_match_stats
351301,1994-03-28,Zaire,Mali,cached_from_soccerbase_match_stats
351304,1994-03-28,Egypt,Gabon,cached_from_soccerbase_match_stats
351307,1994-03-29,Zambia,Sierra Leone,cached_from_soccerbase_match_stats
351310,1994-03-29,Senegal,Guinea,cached_from_soccerbase_match_stats
351302,1994-03-30,Tunisia,Zaire,cached_from_soccerbase_match_stats
351305,1994-03-30,Nigeria,Egypt,cached_from_soccerbase_match_stats
351308,1994-03-31,Zambia,Ivory Coast,cached_from_soccerbase_match_stats
351311,1994-03-31,Ghana,Senegal,cached_from_soccerbase_match_stats
351312,1994-04-02,Zaire,Nigeria,cached_from_soccerbase_match_stats
351313,1994-04-02,Egypt,Mali,cached_from_soccerbase_match_stats
351314,1994-04-03,Zambia,Senegal,cached_from_soccerbase_match_stats
351315,1994-04-03,Ghana,Ivory Coast,cached_from_soccerbase_match_stats
351317,1994-04-06,Zambia,Mali,cached_from_soccerbase_match_stats
540428,1994-04-06,Nigeria,Ivory Coast,cached_from_soccerbase_match_stats
351318,1994-04-10,Ivory Coast,Mali,cached_from_soccerbase_match_stats
351319,1994-04-10,Nigeria,Zambia,cached_from_soccerbase_match_stats
309063,1995-07-05,Uruguay,Venezuela,cached_from_soccerbase_match_stats
309064,1995-07-06,Paraguay,Mexico,cached_from_soccerbase_match_stats
309071,1995-07-07,Brazil,Ecuador,cached_from_soccerbase_match_stats
312182,1995-07-07,Peru,Colombia,cached_from_soccerbase_match_stats
309077,1995-07-08,USA,Chile,cached_from_soccerbase_match_stats
309078,1995-07-08,Bolivia,Argentina,cached_from_soccerbase_match_stats
309065,1995-07-09,Uruguay,Paraguay,cached_from_soccerbase_match_stats
309066,1995-07-09,Mexico,Venezuela,cached_from_soccerbase_match_stats
309073,1995-07-10,Brazil,Peru,cached_from_soccerbase_match_stats
309076,1995-07-10,Ecuador,Colombia,cached_from_soccerbase_match_stats
309079,1995-07-11,Bolivia,USA,cached_from_soccerbase_match_stats
309080,1995-07-11,Argentina,Chile,cached_from_soccerbase_match_stats
309067,1995-07-12,Paraguay,Venezuela,cached_from_soccerbase_match_stats
309068,1995-07-13,Uruguay,Mexico,cached_from_soccerbase_match_stats
309074,1995-07-13,Ecuador,Peru,cached_from_soccerbase_match_stats
309075,1995-07-13,Brazil,Colombia,cached_from_soccerbase_match_stats
309081,1995-07-14,Chile,Bolivia,cached_from_soccerbase_match_stats
309083,1995-07-14,USA,Argentina,cached_from_soccerbase_match_stats
309055,1995-07-16,USA,Mexico,cached_from_soccerbase_match_stats
309057,1995-07-16,Colombia,Paraguay,cached_from_soccerbase_match_stats
309059,1995-07-16,Brazil,Argentina,cached_from_soccerbase_match_stats
309060,1995-07-16,Uruguay,Bolivia,cached_from_soccerbase_match_stats
309053,1995-07-19,Brazil,USA,cached_from_soccerbase_match_stats
309054,1995-07-19,Uruguay,Colombia,cached_from_soccerbase_match_stats
309052,1995-07-22,Colombia,USA,cached_from_soccerbase_match_stats
309061,1995-07-24,Uruguay,Brazil,cached_from_soccerbase_match_stats
351271,1996-01-13,South Africa,Cameroon,cached_from_soccerbase_match_stats
351276,1996-01-14,Zambia,Algeria,cached_from_soccerbase_match_stats
351285,1996-01-14,Ivory Coast,Ghana,cached_from_soccerbase_match_stats
351270,1996-01-15,Egypt,Angola,cached_from_soccerbase_match_stats
351277,1996-01-15,Sierra Leone,Burkina Faso,cached_from_soccerbase_match_stats
351282,1996-01-16,Gabon,Liberia,cached_from_soccerbase_match_stats
351286,1996-01-16,Tunisia,Mozambique,cached_from_soccerbase_match_stats
351272,1996-01-18,Cameroon,Egypt,cached_from_soccerbase_match_stats
351278,1996-01-18,Algeria,Sierra Leone,cached_from_soccerbase_match_stats
351283,1996-01-19,Zaire,Gabon,cached_from_soccerbase_match_stats
351287,1996-01-19,Ghana,Tunisia,cached_from_soccerbase_match_stats
351273,1996-01-20,South Africa,Angola,cached_from_soccerbase_match_stats
351279,1996-01-20,Burkina Faso,Zambia,cached_from_soccerbase_match_stats
351288,1996-01-21,Mozambique,Ivory Coast,cached_from_soccerbase_match_stats
351274,1996-01-24,Angola,Cameroon,cached_from_soccerbase_match_stats
351275,1996-01-24,South Africa,Egypt,cached_from_soccerbase_match_stats
351280,1996-01-24,Sierra Leone,Zambia,cached_from_soccerbase_match_stats
351281,1996-01-24,Burkina Faso,Algeria,cached_from_soccerbase_match_stats
351284,1996-01-25,Liberia,Zaire,cached_from_soccerbase_match_stats
351289,1996-01-25,Mozambique,Ghana,cached_from_soccerbase_match_stats
351290,1996-01-25,Tunisia,Ivory Coast,cached_from_soccerbase_match_stats
351291,1996-01-27,South Africa,Algeria,cached_from_soccerbase_match_stats
351292,1996-01-27,Zambia,Egypt,cached_from_soccerbase_match_stats
351293,1996-01-28,Ghana,Zaire,cached_from_soccerbase_match_stats
351294,1996-01-28,Gabon,Tunisia,cached_from_soccerbase_match_stats
351295,1996-01-31,Zambia,Tunisia,cached_from_soccerbase_match_stats
351296,1996-01-31,South Africa,Ghana,cached_from_soccerbase_match_stats
351297,1996-02-03,Zambia,Ghana,cached_from_soccerbase_match_stats
351298,1996-02-03,South Africa,Tunisia,cached_from_soccerbase_match_stats
420498,1996-06-08,England,Switzerland,cached_from_soccerbase_match_stats
420622,1996-06-09,Spain,Bulgaria,cached_from_soccerbase_match_stats
420681,1996-06-09,Denmark,Portugal,cached_from_soccerbase_match_stats
421078,1996-06-09,Germany,Czech Rep,cached_from_soccerbase_match_stats
403531,1996-06-10,Netherlands,Scotland,cached_from_soccerbase_match_stats
420447,1996-06-10,Romania,France,cached_from_soccerbase_match_stats
420336,1996-06-11,Turkey,Croatia,cached_from_soccerbase_match_stats
420725,1996-06-11,Italy,Russia,cached_from_soccerbase_match_stats
420497,1996-06-13,Netherlands,Switzerland,cached_from_soccerbase_match_stats
420621,1996-06-13,Bulgaria,Romania,cached_from_soccerbase_match_stats
