source,soccerbase_game_id,date,competition,season,tab,stage,home_team,away_team,team,opponent,is_home,player_id,player_name,squad_status,is_starter,is_sub_used,is_unused_sub,sub_on_minute,sub_off_minute,soccerbase_position,shirt_number,referee,card_summary,kaggle_match_quality,kaggle_rating_snapshot_note,source_url,tournament_url,kaggle_player_id,kaggle_version,kaggle_name,kaggle_full_name,kaggle_description,kaggle_image,kaggle_height_cm,kaggle_weight_kg,kaggle_dob,kaggle_positions,kaggle_overall_rating,kaggle_potential,kaggle_value,kaggle_wage,kaggle_preferred_foot,kaggle_weak_foot,kaggle_skill_moves,kaggle_international_reputation,kaggle_work_rate,kaggle_body_type,kaggle_real_face,kaggle_release_clause,kaggle_specialities,kaggle_club_id,kaggle_club_name,kaggle_club_league_id,kaggle_club_league_name,kaggle_club_logo,kaggle_club_rating,kaggle_club_position,kaggle_club_kit_number,kaggle_club_joined,kaggle_club_contract_valid_until,kaggle_country_id,kaggle_country_name,kaggle_country_league_id,kaggle_country_league_name,kaggle_country_flag,kaggle_country_rating,kaggle_country_position,kaggle_country_kit_number,kaggle_crossing,kaggle_finishing,kaggle_heading_accuracy,kaggle_short_passing,kaggle_volleys,kaggle_dribbling,kaggle_curve,kaggle_fk_accuracy,kaggle_long_passing,kaggle_ball_control,kaggle_acceleration,kaggle_sprint_speed,kaggle_agility,kaggle_reactions,kaggle_balance,kaggle_shot_power,kaggle_jumping,kaggle_stamina,kaggle_strength,kaggle_long_shots,kaggle_aggression,kaggle_interceptions,kaggle_positioning,kaggle_vision,kaggle_penalties,kaggle_composure,kaggle_defensive_awareness,kaggle_standing_tackle,kaggle_sliding_tackle,kaggle_gk_diving,kaggle_gk_handling,kaggle_gk_kicking,kaggle_gk_positioning,kaggle_gk_reflexes,kaggle_play_styles
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,129036,C Boyce-Clarke,sub_used,0,1,0,82,,,,Adonai Escobedo Gonzalez,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,264677,2025-06-03,Christopher Seamus Michael Conn-Clarke -, Christopher Seamus Michael Conn-Clarke,"Chris Conn-Clarke (Christopher Seamus Michael Conn-Clarke, born 22 November 2001) is a Northern Irish footballer who plays as a central attacking midfielder for British club Peterborough United. In the game FC 25, his overall rating is 63.",https://cdn.sofifa.net/players/264/677/25_120.png,173,65,2001-11-22,"CAM,RM,LM",63,71,€1.1M,€8K,Right,3 ,3,1 ,,Normal (170-185),No,€2.1M,,1938.0,Peterborough United,60.0,League One,https://cdn.sofifa.net/meta/team/254/30.png,64.0,SUB,9.0,2024-06-17,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,167133,J Waite,starter,1,0,0,,82,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,144553,D Lembikisa,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,265484,2025-06-03,Dexter Joeng Woo Lembikisa -, Dexter Joeng Woo Lembikisa,"Dexter Lembikisa (Dexter Joeng Woo Lembikisa, born 4 November 2003) is a Jamaican footballer who plays as a right back for British club Barnsley, on loan from Wolverhampton Wanderers. In the game FC 25, his overall rating is 64.",https://cdn.sofifa.net/players/265/484/25_120.png,180,68,2003-11-04,"RB,RM",64,77,€1.3M,€24K,Right,5 ,3,1 ,,Lean (170-185),No,,,1932.0,Barnsley,60.0,League One,https://cdn.sofifa.net/meta/team/54/30.png,66.0,SUB,20.0,NaN-NaN-NaN,"Jun 30, 2025",,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,70917,A Bell,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,207804,2025-06-03,Amari'i Kyren Bell -, Amari'i Kyren Bell,"Amari'i Bell (Amari'i Kyren Bell, born 5 May 1994) is a Jamaican footballer who plays as a center back for British club Luton Town. In the game FC 25, his overall rating is 70.",https://cdn.sofifa.net/players/207/804/25_120.png,180,76,1994-05-05,"CB,LB",70,70,€1.3M,€24K,Left,3 ,3,1 ,,Normal (170-185),Yes,€2.5M,,1923.0,Luton Town,14.0,Championship,https://cdn.sofifa.net/meta/team/115/30.png,72.0,LB,3.0,2021-07-01,2025,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,41227,A Mariappa,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,123374,D Bernard,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,253034,2025-06-03,Di'Shon Joel Bernard -, Di'Shon Joel Bernard,"Di'Shon Bernard (Di'Shon Joel Bernard, born 14 October 2000) is a Jamaican footballer who plays as a center back for British club Sheffield Wednesday. In the game FC 25, his overall rating is 69.",https://cdn.sofifa.net/players/253/034/25_120.png,189,84,2000-10-14,CB,69,77,€2.9M,€7K,Right,3 ,2,1 ,,Normal (185+),No,€6.1M,,1807.0,Sheffield Wednesday,14.0,Championship,https://cdn.sofifa.net/meta/team/56/30.png,70.0,RES,5.0,2024-07-19,2026,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,87296,L Bailey,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,229906,2025-06-03,Leon Patrick Bailey Butler -, Leon Patrick Bailey Butler,"Leon Bailey (Leon Patrick Bailey Butler, born 9 August 1997) is a Jamaican footballer who plays as a right midfield for British club Aston Villa. In the game FC 25, his overall rating is 80.",https://cdn.sofifa.net/players/229/906/25_120.png,178,77,1997-08-09,RM,80,80,€23M,€110K,Left,2 ,4,3 ,,Lean (170-185),Yes,€43.7M,"Speedster,Dribbler,Acrobat",2.0,Aston Villa,13.0,Premier League,https://cdn.sofifa.net/meta/team/15/30.png,81.0,SUB,31.0,2021-08-04,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,175887,D Richards,sub_used,0,1,0,82,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,214525,2025-06-03,David Richards -, David Richards,"David Richards (born 31 December 1993) is a Welsh footballer who plays as a goalkeeper for Scottish club Dundee United FC. In the game FC 25, his overall rating is 58.",https://cdn.sofifa.net/players/214/525/25_120.png,186,78,1993-12-31,GK,58,58,€140K,€3K,Right,2 ,1,1 ,,Normal (185+),No,€245K,,181.0,Dundee United FC,50.0,Premiership,https://cdn.sofifa.net/meta/team/282/30.png,65.0,SUB,25.0,2024-07-01,2026,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,72724,D Gray,starter,1,0,0,,82,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,220633,2025-06-03,Demarai Ramelle Gray -, Demarai Ramelle Gray,"Demarai Gray (Demarai Ramelle Gray, born 28 June 1996) is a Jamaican footballer who plays as a left winger for Saudi Arabian club Al Ettifaq. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/220/633/25_120.png,183,75,1996-06-28,"LW,LM",73,73,€3.1M,€33K,Right,4 ,4,2 ,,Lean (170-185),Yes,€5.3M,,112096.0,Al Ettifaq,350.0,Pro League,https://cdn.sofifa.net/meta/team/10010/30.png,69.0,RM,11.0,2023-09-07,2027,,,,,,,,,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,57516,D Johnson,sub_used,0,1,0,45,,,,Adonai Escobedo Gonzalez,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,198032,2025-06-03,Daniel Johnson Burn -, Daniel Johnson Burn,"Dan Burn (Daniel Johnson Burn, born 9 May 1992) is a British footballer who plays as a center back for British club Newcastle United, and the England national team. In the game FC 25, his overall rating is 79.",https://cdn.sofifa.net/players/198/032/25_120.png,198,87,1992-05-09,CB,79,79,€11.5M,€100K,Left,3 ,2,2 ,,Lean (185+),Yes,€21.9M,"Aerial threat,Strength",13.0,Newcastle United,13.0,Premier League,https://cdn.sofifa.net/meta/team/20/30.png,81.0,LCB,33.0,2022-01-31,2025,1318.0,England,78,Friendly International,https://cdn.sofifa.net/meta/team/18645/30.png,84.0,SUB,12.0,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,123490,J Russell,starter,1,0,0,,45,,,Adonai Escobedo Gonzalez,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,185068,2025-06-03,Jonathan Russell -, Jonathan Russell,"Johnny Russell (Jonathan Russell, born 8 April 1990) is a Scottish footballer who plays as a right winger for American club Real Salt Lake. In the game FC 25, his overall rating is 71.",https://cdn.sofifa.net/players/185/068/25_120.png,178,76,1990-04-08,"RW,RM",71,71,€875K,€8K,Left,3 ,4,1 ,,Normal (170-185),Yes,€1.3M,,111065.0,Real Salt Lake,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/1062/30.png,68.0,SUB,77.0,2025-05-05,2025,,,,,,,,,,,,,,,,,,,,,,,AttackdRoaming,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,101068,C Burke,sub_used,0,1,0,61,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,136107,K Parris,starter,1,0,0,,61,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,105851,J Latibeaudiere,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,233047,2025-06-03,Joel Owen Latibeaudiere -, Joel Owen Latibeaudiere,"Joel Latibeaudiere (Joel Owen Latibeaudiere, born 6 January 2000) is a Jamaican footballer who plays as a center back for British club Coventry City. In the game FC 25, his overall rating is 69.",https://cdn.sofifa.net/players/233/047/25_120.png,180,81,2000-01-06,"CB,RB,CDM",69,74,€1.9M,€24K,Right,3 ,2,1 ,,Unique,Yes,€3.8M,,1800.0,Coventry City,14.0,Championship,https://cdn.sofifa.net/meta/team/117/30.png,71.0,SUB,22.0,2023-07-18,2027,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,101081,S Nicholson,sub_used,0,1,0,45,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,219684,2025-06-03,Sam Alastair Nicholson -, Sam Alastair Nicholson,"Sam Nicholson (Sam Alastair Nicholson, born 20 January 1995) is a Scottish footballer who plays as a right midfield for Scottish club Motherwell FC. In the game FC 25, his overall rating is 65.",https://cdn.sofifa.net/players/219/684/25_120.png,175,71,1995-01-20,"RM,LM",65,65,€700K,€6K,Left,2 ,3,1 ,,Lean (170-185),No,€1.2M,,83.0,Motherwell FC,50.0,Premiership,https://cdn.sofifa.net/meta/team/309/30.png,64.0,RES,19.0,2024-01-30,2026,,,,,,,,,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,51133,M Antonio,starter,1,0,0,,45,,,Adonai Escobedo Gonzalez,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,190717,2025-06-03,Michail Gregory Antonio -, Michail Gregory Antonio,"Michail Antonio (Michail Gregory Antonio, born 28 March 1990) is a Jamaican footballer who plays as a striker for British club West Ham United. In the game FC 25, his overall rating is 77.",https://cdn.sofifa.net/players/190/717/25_120.png,180,82,1990-03-28,ST,77,77,€5M,€85K,Right,3 ,4,2 ,,Stocky (170-185),Yes,€9.5M,,19.0,West Ham United,13.0,Premier League,https://cdn.sofifa.net/meta/team/1/30.png,78.0,RES,9.0,2015-09-01,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,59412,B De Cordova-Reid,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,203502,2025-06-03,Bobby Armani De Cordova-Reid -, Bobby Armani De Cordova-Reid,"Bobby De Cordova-Reid (Bobby Armani De Cordova-Reid, born 2 February 1993) is a Jamaican footballer who plays as a right midfield for British club Leicester City. In the game FC 25, his overall rating is 72.",https://cdn.sofifa.net/players/203/502/25_120.png,170,68,1993-02-02,"RM,LM",72,72,€1.9M,€40K,Right,3 ,3,1 ,,Lean (170-),Yes,€3.6M,,95.0,Leicester City,13.0,Premier League,https://cdn.sofifa.net/meta/team/42/30.png,75.0,RES,14.0,2024-07-06,2027,,,,,,,,,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,103200,J Brown,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,236650,2025-06-03,Jacob Samuel Brown -, Jacob Samuel Brown,"Jacob Brown (Jacob Samuel Brown, born 10 April 1998) is a Scottish footballer who plays as a striker for British club Luton Town. In the game FC 25, his overall rating is 69.",https://cdn.sofifa.net/players/236/650/25_120.png,184,72,1998-04-10,"ST,RM",69,70,€1.7M,€25K,Right,3 ,3,1 ,,Normal (170-185),Yes,€3.4M,,1923.0,Luton Town,14.0,Championship,https://cdn.sofifa.net/meta/team/115/30.png,72.0,SUB,19.0,2023-08-10,2027,,,,,,,,,,,,,,,,,,,,,,,AttackdWide,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,73053,K Lawrence,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,80252,A Blake,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,216939,2025-06-03,Andre Jason Blake -, Andre Jason Blake,"Andre Blake (Andre Jason Blake, born 21 November 1990) is a Jamaican footballer who plays as a goalkeeper for American club Philadelphia Union. In the game FC 25, his overall rating is 75.",https://cdn.sofifa.net/players/216/939/25_120.png,188,79,1990-11-21,GK,75,75,€1.8M,€6K,Right,2 ,1,2 ,,Lean (185+),Yes,€2.6M,,112134.0,Philadelphia Union,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/275/30.png,68.0,GK,18.0,2014-01-16,2029,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,Jamaica,St Kitts and Nev,1,101080,K Lambert,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,99647,J Jeffers,sub_used,0,1,0,64,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,95818,J Archibald,starter,1,0,0,,64,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,89075,G Williams,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,198071,2025-06-03,George Benjamin Williams -, George Benjamin Williams,"George Williams (George Benjamin Williams, born 14 April 1993) is a British footballer who plays as a right back for British club Mansfield Town. In the game FC 25, his overall rating is 64.",https://cdn.sofifa.net/players/198/071/25_120.png,178,77,1993-04-14,"RB,CB",64,64,€425K,€7K,Right,3 ,2,1 ,,Normal (170-185),No,€744K,,1940.0,Mansfield Town,60.0,League One,https://cdn.sofifa.net/meta/team/225/30.png,64.0,SUB,2.0,2023-07-17,2025,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,65762,R Hanley,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,140105,M Roberts,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,yellow,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,228829,2025-06-03,Marc Roberts -, Marc Roberts,"Marc Roberts (born 26 July 1990) is a British footballer who plays as a center back for British club Barnsley. In the game FC 25, his overall rating is 66.",https://cdn.sofifa.net/players/228/829/25_120.png,193,81,1990-07-26,CB,66,66,€400K,€9K,Right,2 ,2,1 ,,Stocky (185+),No,€700K,,1932.0,Barnsley,60.0,League One,https://cdn.sofifa.net/meta/team/54/30.png,66.0,CB,4.0,2024-07-03,2026,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,178852,D Simmonds,sub_used,0,1,0,72,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,71520,L Maynard,starter,1,0,0,,72,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,140107,T Williams,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,72395,2025-06-03,Tyrone Williams -, Tyrone Williams,"Tyrone Williams (born 21 October 1994) is a British footballer who plays as a center back for British club Chesterfield. In the game FC 25, his overall rating is 59.",https://cdn.sofifa.net/players/072/395/25_120.png,188,83,1994-10-21,CB,59,59,€190K,€12K,Right,2 ,2,1 ,,Normal (185+),No,€333K,,1924.0,Chesterfield,61.0,League Two,https://cdn.sofifa.net/meta/team/248/30.png,63.0,RES,12.0,2021-11-12,2025,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,51498,R Sawyers,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,192495,2025-06-03,Romaine Theodore Sawyers -, Romaine Theodore Sawyers,"Romaine Sawyers (Romaine Theodore Sawyers, born 2 November 1991) is a Saint Kitts and Nevis footballer who plays as a center midfield for British club Bristol Rovers. In the game FC 25, his overall rating is 66.",https://cdn.sofifa.net/players/192/495/25_120.png,185,67,1991-11-02,"CM,CDM",66,66,€675K,€8K,Right,3 ,3,1 ,,Lean (185+),No,€1.2M,,1962.0,Bristol Rovers,60.0,League One,https://cdn.sofifa.net/meta/team/230/30.png,64.0,RDM,14.0,2025-01-08,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
