source,soccerbase_game_id,date,competition,season,tab,stage,home_team,away_team,team,opponent,is_home,player_id,player_name,squad_status,is_starter,is_sub_used,is_unused_sub,sub_on_minute,sub_off_minute,soccerbase_position,shirt_number,referee,card_summary,kaggle_match_quality,kaggle_rating_snapshot_note,source_url,tournament_url,kaggle_player_id,kaggle_version,kaggle_name,kaggle_full_name,kaggle_description,kaggle_image,kaggle_height_cm,kaggle_weight_kg,kaggle_dob,kaggle_positions,kaggle_overall_rating,kaggle_potential,kaggle_value,kaggle_wage,kaggle_preferred_foot,kaggle_weak_foot,kaggle_skill_moves,kaggle_international_reputation,kaggle_work_rate,kaggle_body_type,kaggle_real_face,kaggle_release_clause,kaggle_specialities,kaggle_club_id,kaggle_club_name,kaggle_club_league_id,kaggle_club_league_name,kaggle_club_logo,kaggle_club_rating,kaggle_club_position,kaggle_club_kit_number,kaggle_club_joined,kaggle_club_contract_valid_until,kaggle_country_id,kaggle_country_name,kaggle_country_league_id,kaggle_country_league_name,kaggle_country_flag,kaggle_country_rating,kaggle_country_position,kaggle_country_kit_number,kaggle_crossing,kaggle_finishing,kaggle_heading_accuracy,kaggle_short_passing,kaggle_volleys,kaggle_dribbling,kaggle_curve,kaggle_fk_accuracy,kaggle_long_passing,kaggle_ball_control,kaggle_acceleration,kaggle_sprint_speed,kaggle_agility,kaggle_reactions,kaggle_balance,kaggle_shot_power,kaggle_jumping,kaggle_stamina,kaggle_strength,kaggle_long_shots,kaggle_aggression,kaggle_interceptions,kaggle_positioning,kaggle_vision,kaggle_penalties,kaggle_composure,kaggle_defensive_awareness,kaggle_standing_tackle,kaggle_sliding_tackle,kaggle_gk_diving,kaggle_gk_handling,kaggle_gk_kicking,kaggle_gk_positioning,kaggle_gk_reflexes,kaggle_play_styles
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,69580,C Discua,starter,1,0,0,,63,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,69144,A Najar,starter,1,0,0,,,,,Marlon Mejia,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,198705,2025-06-03,Andy Ariel Nájar Rodríguez -, Andy Ariel Nájar Rodríguez,"Andy Najar (Andy Ariel Nájar Rodríguez, born 16 March 1993) is a Honduran footballer who plays as a right midfield for American club Nashville SC. In the game FC 25, his overall rating is 69.",https://cdn.sofifa.net/players/198/705/25_120.png,171,69,1993-03-16,"RM,RB,CB",69,69,€1.2M,€7K,Right,4 ,3,1 ,,Normal (170-185),No,€1.8M,,114162.0,Nashville SC,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/148048/30.png,69.0,RB,31.0,2025-01-31,2025,,,,,,,,,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,76134,L Luis Lopez,unused_sub,0,0,1,,,,,Marlon Mejia,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,252935,2025-06-03,Leonardo Cecilio Fernández López -, Leonardo Cecilio Fernández López,"Leonardo Fernández (Leonardo Cecilio Fernández López, born 8 November 1998) is a Uruguayan footballer who plays as a central attacking midfielder for Uruguayan club Peñarol. In the game FC 25, his overall rating is 77.",https://cdn.sofifa.net/players/252/935/25_120.png,166,66,1998-11-08,CAM,77,80,€14M,€28K,Left,3 ,4,1 ,,Normal (170-),Yes,€31.9M,Distance shooter,101110.0,Peñarol,338.0,Primera División,https://cdn.sofifa.net/meta/team/3338/30.png,71.0,CAM,10.0,2024-01-17,2028,,,,,,,,,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,83881,Brayan Garcia,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,83987,R Castillo,unused_sub,0,0,1,,,,,Marlon Mejia,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,231612,2025-06-03,Romain Del Castillo -, Romain Del Castillo,"Romain Del Castillo (born 29 March 1996) is a French footballer who plays as a right winger for French club Stade Brestois 29. In the game FC 25, his overall rating is 77.",https://cdn.sofifa.net/players/231/612/25_120.png,172,65,1996-03-29,"RW,RM",77,77,€10.5M,€30K,Left,3 ,3,2 ,,Normal (170-185),Yes,€20M,Acrobat,378.0,Stade Brestois 29,16.0,Ligue 1,https://cdn.sofifa.net/meta/team/266/30.png,76.0,RW,10.0,2021-08-31,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,69146,L Garrido,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,77412,A Mejia,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,59765,J Leveron,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,83874,E Andino,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,54744,B Garcia,unused_sub,0,0,1,,,,,Marlon Mejia,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,259026,2025-06-03,Bryan Jahir García Realpe -, Bryan Jahir García Realpe,"Bryan García (Bryan Jahir García Realpe, born 18 January 2001) is an Ecuadorian footballer who plays as a central attacking midfielder for Ecuadorian club Independiente del Valle. In the game FC 25, his overall rating is 64.",https://cdn.sofifa.net/players/259/026/25_120.png,175,67,2001-01-18,"CAM,LW,CDM",64,69,€875K,€13K,Right,2 ,3,1 ,,Normal (170-185),No,€2M,,112908.0,Independiente del Valle,2018.0,Serie A,https://cdn.sofifa.net/meta/team/14635/30.png,69.0,RES,20.0,2024-08-05,2028,,,,,,,,,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Honduras,Panama,1,84724,O Vallecillo,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,70477,J Penedo,starter,1,0,0,,,,,Marlon Mejia,yellow,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,59758,R Torres,starter,1,0,0,,,,,Marlon Mejia,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,193241,2025-06-03,Roberto Júnior Fernández Torres -, Roberto Júnior Fernández Torres,"Roberto Fernández (Roberto Júnior Fernández Torres, born 29 March 1988) is a Paraguayan footballer who plays as a goalkeeper for Paraguayan club Cerro Porteño. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/193/241/25_120.png,191,80,1988-03-29,GK,73,73,€350K,€8K,Right,2 ,1,1 ,,Normal (185+),No,€770K,,112716.0,Cerro Porteño,337.0,División Profesional,https://cdn.sofifa.net/meta/team/3408/30.png,70.0,SUB,25.0,2025-01-01,2025,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,56905,L Henriquez,starter,1,0,0,,,,,Marlon Mejia,yellow;red,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,59761,A Machado,starter,1,0,0,,,,,Marlon Mejia,yellow,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,230216,2025-06-03,Adnan Vidual -, Adnan Claudiano Vidual Machado,"Adnan Vidual (born 29 February 1996) is a Brazilian footballer who plays as a right back for Brazilian club Internacional. In the game FC 25, his overall rating is 79.",https://cdn.sofifa.net/players/230/216/25_120.png,175,70,1996-02-29,RB,79,79,€16M,€41K,Right,3 ,2,1 ,,Lean (170-185),No,€30.4M,,1048.0,Internacional,7.0,Série A,https://cdn.sofifa.net/meta/team/2696/30.png,74.0,RB,25.0,2024-06-27,2027,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,59760,H Cummings,starter,1,0,0,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,59753,A Cooper,starter,1,0,0,,,,,Marlon Mejia,yellow,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,59754,A Godoy,starter,1,0,0,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,59750,G Torres,sub_used,0,1,0,88,,,,Marlon Mejia,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,255878,2025-06-03,Gastón Nicolás Martirena Torres -, Gastón Nicolás Martirena Torres,"Gastón Martirena (Gastón Nicolás Martirena Torres, born 5 February 2000) is a Uruguayan footballer who plays as a right back for Argentine club Racing Club. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/255/878/25_120.png,174,65,2000-02-05,"RB,RM",73,77,€4.1M,€13K,Right,2 ,3,1 ,,Normal (170-185),No,€6.5M,,101085.0,Racing Club,353.0,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/3608/30.png,74.0,RM,15.0,2023-08-01,2027,,,,,,,,,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,54865,A Quintero,starter,1,0,0,,88,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,82696,A Arroyo,sub_used,0,1,0,73,,,,Marlon Mejia,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,231697,2025-06-03,Anderson Arroyo Córdoba -, Anderson Arroyo Córdoba,"Anderson Arroyo (Anderson Arroyo Córdoba, born 27 September 1999) is a Colombian footballer who plays as a right back for Spanish club Burgos CF. In the game FC 25, his overall rating is 70.",https://cdn.sofifa.net/players/231/697/25_120.png,176,71,1999-09-27,"RB,CB",70,75,€2.2M,€6K,Right,4 ,2,1 ,,Lean (170-185),No,€3.7M,,10846.0,Burgos CF,54.0,La Liga 2,https://cdn.sofifa.net/meta/team/8366/30.png,69.0,RB,4.0,2024-07-10,2027,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,59726,G Gomez,starter,1,0,0,,73,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,54732,B Perez,starter,1,0,0,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,84701,V Pimentel,sub_used,0,1,0,68,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,31212,L Tejada,starter,1,0,0,,68,,,Marlon Mejia,yellow,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,82695,A Patrick,unused_sub,0,0,1,,,,,Marlon Mejia,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,230475,2025-06-03,Adilson Edrada -, Adilson Patrick Edrada Pereira,"Adilson Edrada (born 29 February 1996) is a Brazilian footballer who plays as a central attacking midfielder for Brazilian club Bahia. In the game FC 25, his overall rating is 76.",https://cdn.sofifa.net/players/230/475/25_120.png,176,72,1996-02-29,CAM,76,76,€7.5M,€16K,Right,3 ,3,1 ,,Lean (170-185),No,€14.3M,Dribbler,1598.0,Bahia,7.0,Série A,https://cdn.sofifa.net/meta/team/692/30.png,72.0,CAM,10.0,2024-06-27,2027,,,,,,,,,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,82700,M Camargo,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,82701,A Stephens,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,82704,D Pinzon,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,67347,R Blackburn,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,59757,E Davis,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,82618,J Calderon,unused_sub,0,0,1,,,,,Marlon Mejia,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,264163,2025-06-03,Calderón -, José Manuel Calderón Portillo,"Calderón (born 7 January 2000) is a Spanish footballer who plays as a left back for Spanish club Córdoba CF. In the game FC 25, his overall rating is 64.",https://cdn.sofifa.net/players/264/163/25_120.png,170,60,2000-01-07,LB,64,68,€775K,€6K,Left,3 ,3,1 ,,Lean (170-),No,€1.3M,,1867.0,Córdoba CF,54.0,La Liga 2,https://cdn.sofifa.net/meta/team/931/30.png,67.0,SUB,3.0,2022-07-01,2026,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,82621,R Nurse,unused_sub,0,0,1,,,,,Marlon Mejia,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707565,2015-07-10,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Honduras,Panama,Panama,Honduras,0,58600,L Mejia,unused_sub,0,0,1,,,,,Marlon Mejia,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,202089,2025-06-03,Luis Ricardo Mejía Cajar -, Luis Ricardo Mejía Cajar,"Luis Mejía (Luis Ricardo Mejía Cajar, born 16 March 1991) is a Panamanian footballer who plays as a goalkeeper for Uruguayan club Club Nacional de Football. In the game FC 25, his overall rating is 72.",https://cdn.sofifa.net/players/202/089/25_120.png,193,81,1991-03-16,GK,72,72,€750K,€14K,Left,1 ,1,1 ,,Lean (185+),No,€1.7M,,111325.0,Club Nacional de Football,338.0,Primera División,https://cdn.sofifa.net/meta/team/828/30.png,71.0,GK,12.0,2024-01-18,2026,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,707050,2015-07-08,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Panama,Haiti,Panama,Haiti,1,70477,J Penedo,starter,1,0,0,,,,,Henry Bejerano,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,707050,2015-07-08,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Panama,Haiti,Panama,Haiti,1,59758,R Torres,starter,1,0,0,,,,,Henry Bejerano,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,193241,2025-06-03,Roberto Júnior Fernández Torres -, Roberto Júnior Fernández Torres,"Roberto Fernández (Roberto Júnior Fernández Torres, born 29 March 1988) is a Paraguayan footballer who plays as a goalkeeper for Paraguayan club Cerro Porteño. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/193/241/25_120.png,191,80,1988-03-29,GK,73,73,€350K,€8K,Right,2 ,1,1 ,,Normal (185+),No,€770K,,112716.0,Cerro Porteño,337.0,División Profesional,https://cdn.sofifa.net/meta/team/3408/30.png,70.0,SUB,25.0,2025-01-01,2025,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,707050,2015-07-08,CONCACAF Gold Cup,2015,Group Stages,Group A Matches and results,Panama,Haiti,Panama,Haiti,1,59761,A Machado,starter,1,0,0,,,,,Henry Bejerano,yellow,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434&tab=tab-1782,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=1434,230216,2025-06-03,Adnan Vidual -, Adnan Claudiano Vidual Machado,"Adnan Vidual (born 29 February 1996) is a Brazilian footballer who plays as a right back for Brazilian club Internacional. In the game FC 25, his overall rating is 79.",https://cdn.sofifa.net/players/230/216/25_120.png,175,70,1996-02-29,RB,79,79,€16M,€41K,Right,3 ,2,1 ,,Lean (170-185),No,€30.4M,,1048.0,Internacional,7.0,Série A,https://cdn.sofifa.net/meta/team/2696/30.png,74.0,RB,25.0,2024-06-27,2027,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
